UniProt1	UniProt2	symbol1	symbol2	evidence type	adipose tissue	adrenal gland	amygdala	bone	bone marrow	brain	dorsal root ganglia	heart	hypothalamus	kidney	liver	lung	lymph nodes	mammary gland	ovary	pancreas	pituitary gland	placenta	prostate	salivary gland	skeletal muscle	small intestine	spleen	stomach	testes	uterus	telencephalon	metencephalon	myelencephalon	mesencephalon	diencephalon	synovial macrophages	chondrocytes	growth plate cartilage	synovial membrane	articular cartilage	cancer	disease of anatomical entity	disease of mental health	disease of metabolism
Q04206	Q92831	RELA	KAT2B	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	0	0	0	0	1	1	0	1	1	0	0	1
Q04206	Q13315	RELA	ATM	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	?	?	?	?	?	0	1	1	0	1	1	1	0	1
Q04206	Q9UHD2	RELA	TBK1	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04206	Q96EP1	RELA	CHFR	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04206	Q14686	RELA	NCOA6	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0
Q04206	Q99576	RELA	TSC22D3	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	1	0	0
Q04206	Q9Y6K9	RELA	IKBKG	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0
Q04206	Q9ULK4	RELA	MED23	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0
Q04206	Q9H3D4	RELA	TP63	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0
Q04206	Q92598	RELA	HSPH1	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04206	Q9UKB1	RELA	FBXW11	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0
Q04206	Q15672	RELA	TWIST1	exp;pred	1	1	0	0	0	0	1	1	0	0	0	0	1	1	1	0	1	1	1	1	0	1	0	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1
Q04206	Q9Y6Q9	RELA	NCOA3	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0
Q04206	Q9Y265	RELA	RUVBL1	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04206	Q14164	RELA	IKBKE	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	1	0	0
Q04206	Q92993	RELA	KAT5	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0
Q04206	Q96RU7	RELA	TRIB3	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	1	1	0	1
Q04206	Q07869	RELA	PPARA	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	1	0	1
Q04206	Q9BZS1	RELA	FOXP3	exp;ortho	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1
Q04206	Q14145	RELA	KEAP1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1
Q04206	Q96AZ6	RELA	ISG20	exp	1	1	0	1	1	0	1	1	0	0	1	1	1	1	1	1	1	1	0	1	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	1
Q04206	Q99496	RELA	RNF2	exp	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0
Q04206	Q16539	RELA	MAPK14	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1
Q04206	Q13352	RELA	ITGB3BP	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04206	Q15650	RELA	TRIP4	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0
Q04206	Q15022	RELA	SUZ12	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0
Q04206	Q16665	RELA	HIF1A	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1
Q04206	Q08117	RELA	AES	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	0	1	1	1	0	0	0
Q04206	Q99933	RELA	BAG1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0
Q04206	Q9UNN5	RELA	FAF1	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0
Q04206	Q9UBK2	RELA	PPARGC1A	exp;ortho;pred	0	0	1	0	0	1	1	1	1	1	1	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	1	1	1	0	1
Q04206	Q9HCU9	RELA	BRMS1	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0
Q04206	Q9UBK9	RELA	UXT	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04206	Q9NXB0	RELA	MKS1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
Q04206	Q9UBN7	RELA	HDAC6	exp;ortho;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	1	0	0
Q04206	Q14653	RELA	IRF3	exp;ortho;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0
Q04206	Q9NWT6	RELA	HIF1AN	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
Q04206	Q99873	RELA	PRMT1	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	1
Q04206	Q15853	RELA	USF2	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0
Q04206	Q8N163	RELA	CCAR2	exp;pred	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	1	0	0	1	1	0	0	0	1	0	0	0	0	0	0	0	0	1	0	1	1	0	0	1
Q04206	Q15654	RELA	TRIP6	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
Q04206	Q13489	RELA	BIRC3	exp;ortho;pred	1	0	0	1	1	0	1	1	0	0	1	1	1	1	1	1	0	0	1	1	0	1	1	1	1	0	0	0	0	0	0	1	1	1	0	0	1	0	0	0
Q04206	Q13153	RELA	PAK1	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0
Q04206	Q8NFH8	RELA	REPS2	exp;pred	1	1	1	1	1	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
Q04206	Q96RN5	RELA	MED15	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04206	Q13547	RELA	HDAC1	exp;ortho;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0
Q04206	Q96EB6	RELA	SIRT1	exp;ortho;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	1	0	1
Q04206	Q9UMX0	RELA	UBQLN1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	0
Q04206	Q9H3M7	RELA	TXNIP	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1
Q04206	Q13586	RELA	STIM1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	1	0	0
Q04206	Q99626	RELA	CDX2	exp;pred	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q04206	Q13625	RELA	TP53BP2	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	1	0	0	0
Q04206	Q8N9N5	RELA	BANP	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
Q04206	Q86UE4	RELA	MTDH	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
Q04206	Q9NXA8	RELA	SIRT5	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
Q04206	Q99612	RELA	KLF6	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	1
Q04206	Q99728	RELA	BARD1	exp;pred	0	0	0	1	1	0	0	0	0	0	0	0	1	1	1	0	0	0	1	0	1	0	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
Q04206	Q9NQ31	RELA	AKIP1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
Q04206	Q99623	RELA	PHB2	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0
Q04206	Q14498	RELA	RBM39	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	0	0	0
Q04206	Q99757	RELA	TXN2	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	1
Q04206	Q9UIL8	RELA	PHF11	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	0	1	0	0
Q04206	Q96L73	RELA	NSD1	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
Q04206	Q9H9B1	RELA	EHMT1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	0	1	0	1
Q04206	Q9BQG0	RELA	MYBBP1A	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04206	Q13568	RELA	IRF5	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0
Q04206	Q8WUF5	RELA	PPP1R13L	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	0	1	1	0	0	0
Q04206	Q96FV9	RELA	THOC1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	0	1	1	1	1	1	0	0	0
Q04917	Q04917	YWHAH	YWHAH	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0
Q04917	Q7KZI7	YWHAH	MARK2	exp;ortho;pred	0	0	1	1	1	1	0	1	1	0	0	0	0	1	0	0	1	1	1	1	0	0	1	1	0	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0
Q04917	Q9UQ26	YWHAH	RIMS2	exp;ortho;pred	0	1	1	1	1	1	1	0	1	0	0	0	1	0	0	1	1	1	1	0	0	0	0	0	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0
Q04917	Q9P0L2	YWHAH	MARK1	exp;pred	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0
Q04917	Q7L576	YWHAH	CYFIP1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	0	1	0
Q04917	Q13177	YWHAH	PAK2	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	0	1	0	0	1	0
Q04917	Q13049	YWHAH	TRIM32	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	1	1	1	0	0	1	0
Q04917	Q8IX03	YWHAH	WWC1	exp	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	0	0	1	0
Q04917	Q12809	YWHAH	KCNH2	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	0	0	1	0
Q04917	Q9UQ35	YWHAH	SRRM2	exp;pred	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	0	1	1	1	1	1	0	0	1	0
Q04917	Q92731	YWHAH	ESR2	exp	1	1	0	1	1	1	1	1	0	1	1	1	1	1	1	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0
Q05655	Q14289	PRKCD	PTK2B	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	1	1	1	0	0	0	1	1	0	0	0	1	1	0	0	0
Q05655	Q14254	PRKCD	FLOT2	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
Q05655	Q5VV67	PRKCD	PPRC1	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0
Q05655	Q13887	PRKCD	KLF5	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	0	0	1	0	1	1	0	0	0
Q05655	Q13009	PRKCD	TIAM1	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	1	0	1	1	0	1	0	1	1	0	0	0
Q05655	Q13153	PRKCD	PAK1	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q07869	PRKCD	PPARA	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	0	1	1	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	1	1	0	0	0
Q05655	Q13443	PRKCD	ADAM9	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q9UDY8	PRKCD	MALT1	exp;pred	1	0	0	1	1	0	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	1	0	1	0	1	1	0	0	0
Q05655	Q12933	PRKCD	TRAF2	exp;pred	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0
Q05655	Q92793	PRKCD	CREBBP	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q9Y2R2	PRKCD	PTPN22	exp;pred	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q8IV61	PRKCD	RASGRP3	exp;pred	1	1	1	1	1	1	0	1	0	1	0	1	1	1	0	0	0	1	0	1	0	1	1	1	0	0	1	1	1	1	1	1	0	1	0	0	1	0	0	0
Q05655	Q07021	PRKCD	C1QBP	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q05655	PRKCD	PRKCD	exp;ortho	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q16236	PRKCD	NFE2L2	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q9H5V8	PRKCD	CDCP1	exp;pred	0	0	0	1	1	0	0	0	0	1	0	0	0	1	0	1	0	0	1	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0
Q05655	Q9BXL7	PRKCD	CARD11	exp;pred	0	0	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q05655	Q16658	PRKCD	FSCN1	exp;pred	1	1	1	0	0	1	1	1	0	0	0	1	1	1	1	0	0	1	0	1	0	0	1	1	1	1	1	0	0	0	1	1	0	1	0	1	1	0	0	0
Q05655	Q92905	PRKCD	COPS5	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q09472	PRKCD	EP300	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q13362	PRKCD	PPP2R5C	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	0	0	1	0	1	0	1	1	0	0	0
Q05655	Q9Y4K3	PRKCD	TRAF6	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q15185	PRKCD	PTGES3	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q9NQ66	PRKCD	PLCB1	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	0	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0
Q05655	Q15853	PRKCD	USF2	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q92835	PRKCD	INPP5D	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	0	0	0	1	0	0	0
Q05655	Q15717	PRKCD	ELAVL1	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0
Q05655	Q96A56	PRKCD	TP53INP1	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0
Q05655	Q9Y243	PRKCD	AKT3	exp;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	0	0	1	0	1	1	0	0	0
Q05655	Q13501	PRKCD	SQSTM1	exp;ortho;pred	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q9H3D4	PRKCD	TP63	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0
Q05655	Q9NR28	PRKCD	DIABLO	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	0	0	0	0	0	0	0	1	0	1	1	0	0	0
Q05655	Q14344	PRKCD	GNA13	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q13950	PRKCD	RUNX2	exp	1	1	0	1	1	1	1	0	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	0	1	1	0	1	0	1	0	0	1	0	1	1	0	0	0
Q05655	Q13523	PRKCD	PRPF4B	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	1	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q05655	Q14643	PRKCD	ITPR1	exp	1	1	1	1	1	1	1	1	0	1	0	1	1	1	1	0	0	1	1	1	0	1	1	1	1	1	1	1	1	1	1	1	0	1	0	1	1	0	0	0
Q07812	Q9Y371	BAX	SH3GLB1	exp;pred	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0
Q07812	Q92843	BAX	BCL2L2	exp;ortho;pred	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	0	0	0
Q07812	Q9P2Y5	BAX	UVRAG	exp	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0
Q07812	Q9UJU2	BAX	LEF1	exp	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0
Q07812	Q07820	BAX	MCL1	exp;ortho;pred	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0
Q07812	Q14258	BAX	TRIM25	exp	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	0	0
Q07812	Q9ULZ3	BAX	PYCARD	exp;pred	0	0	0	1	1	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0
Q07812	Q14653	BAX	IRF3	exp	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	1	1	0	0
Q07812	Q16548	BAX	BCL2A1	exp;pred	0	0	0	1	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0
Q07812	Q99714	BAX	HSD17B10	exp	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	1	0	0	1	0	0
Q07812	Q92688	BAX	ANP32B	exp	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	1	0	0
Q07812	Q92934	BAX	BAD	exp;pred	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	1	0	0	1	1	1	0	1	0	0	0	0	0	0	1	0	1	0	1	0	0	0
